Locus,Gene,Start,Length,Product,Allele Count,Alleles
Rv3443c,rplM,3861947,444,50S ribosomal protein L13,137,Rv3443c.fasta
Rv3444c,esxT,3862624,303,ESAT-6 like protein EsxT,100,Rv3444c.fasta
Rv3445c,esxU,3862947,318,ESAT-6 like protein EsxU,107,Rv3445c.fasta
Rv3446c,,3863317,1215,alanine/valine-rich protein,443,Rv3446c.fasta
Rv3447c,eccC4,3864528,3711,ESX-4 secretion system protein EccC4,1143,Rv3447c.fasta
Rv3448,eccD4,3868352,1404,ESX-4 secretion system protein EccD4,450,Rv3448.fasta
Rv3450c,eccB4,3871084,1413,ESX-4 secretion system protein EccB4,494,Rv3450c.fasta
Rv3451,cut3,3872617,789,cutinase,259,Rv3451.fasta
Rv3452,cut4,3873452,681,cutinase,250,Rv3452.fasta
Rv3455c,truA,3876052,771,tRNA pseudouridine synthase A,198,Rv3455c.fasta
Rv3456c,rplQ,3876890,543,50S ribosomal protein L17,144,Rv3456c.fasta
Rv3457c,rpoA,3877464,1044,DNA-directed RNA polymerase subunit alpha,296,Rv3457c.fasta
Rv3458c,rpsD,3878659,606,30S ribosomal protein S4,158,Rv3458c.fasta
Rv3459c,rpsK,3879273,420,30S ribosomal protein S11,141,Rv3459c.fasta
Rv3460c,rpsM,3879696,375,30S ribosomal protein S13,98,Rv3460c.fasta
Rv3461c,rpmJ,3880286,114,50S ribosomal protein L36,32,Rv3461c.fasta
Rv3462c,infA,3880432,222,translation initiation factor IF-1,108,Rv3462c.fasta
Rv3463,,3880907,858,hypothetical protein,245,Rv3463.fasta
Rv3464,rmlB,3881837,996,dTDP-glucose 4,,
Rv3465,rmlC,3882834,609,dTDP-4-dehydrorhamnose 3,,
Rv3471c,,3888808,534,hypothetical protein,142,Rv3471c.fasta
Rv3472,,3889362,507,hypothetical protein,175,Rv3472.fasta
Rv3473c,bpoA,3889948,786,peroxidase BpoA,234,Rv3473c.fasta
Rv3484,,3903078,1539,hypothetical protein,324,Rv3484.fasta
Rv3488,,3907667,324,hypothetical protein,96,Rv3488.fasta
Rv3489,,3908072,165,hypothetical protein,38,Rv3489.fasta
Rv3490,otsA,3908236,1503,trehalose-phosphate synthase,313,Rv3490.fasta
Rv3491,,3909890,579,hypothetical protein,161,Rv3491.fasta
Rv3492c,,3910465,483,Mce associated protein,103,Rv3492c.fasta
Rv3493c,,3910947,729,Mce associated protein,203,Rv3493c.fasta
Rv3494c,mce4F,3911675,1695,Mce family protein Mce4,464,Rv3494c.fasta
Rv3495c,lprN,3913380,1155,Mce family lipoprotein LprN,279,Rv3495c.fasta
Rv3496c,mce4D,3914531,1356,Mce family protein Mce4D,327,Rv3496c.fasta
Rv3497c,mce4C,3915883,1074,Mce family protein Mce4C,265,Rv3497c.fasta
Rv3499c,mce4A,3917998,1203,Mce family protein Mce4A,270,Rv3499c.fasta
Rv3500c,yrbE4B,3919220,843,integral membrane protein,197,Rv3500c.fasta
Rv3501c,yrbE4A,3920097,765,integral membrane protein,195,Rv3501c.fasta
Rv3502c,,3921087,954,short-chain type dehydrogenase/reductase,225,Rv3502c.fasta
Rv3503c,fdxD,3922065,192,ferredoxin FdxD,53,Rv3503c.fasta
Rv3504,fadE26,3922471,1203,acyl-CoA dehydrogenase FadE26,342,Rv3504.fasta
Rv3505,fadE27,3923698,1122,acyl-CoA dehydrogenase FadE27,295,Rv3505.fasta
Rv3506,fadD17,3924890,1509,long-chain-fatty-acid--CoA ligase FadD17,435,Rv3506.fasta
Rv3509c,ilvX,3936877,1548,acetohydroxyacid synthase large subunit,475,Rv3509c.fasta
Rv3510c,,3938421,837,hypothetical protein,261,Rv3510c.fasta
Rv3520c,,3956325,1044,coenzyme F420-dependent oxidoreductase,289,Rv3520c.fasta
Rv3521,,3957521,912,hypothetical protein,291,Rv3521.fasta
Rv3522,ltp4,3958448,1065,lipid transfer protein,285,Rv3522.fasta
Rv3523,ltp3,3959529,1185,lipid carrier protein,331,Rv3523.fasta
Rv3524,,3960755,1032,membrane protein,330,Rv3524.fasta
Rv3525c,,3961800,525,siderophore-binding protein,178,Rv3525c.fasta
Rv3526,kshA,3962439,1161,3-ketosteroid-9-alpha-hydroxylase oxygenase subunit,211,Rv3526.fasta
Rv3527,,3963605,450,hypothetical protein,130,Rv3527.fasta
Rv3528c,,3964479,714,hypothetical protein,329,Rv3528c.fasta
Rv3529c,,3965884,1155,hypothetical protein,371,Rv3529c.fasta
Rv3534c,hsaF,3972552,1041,4-hydroxy-2-oxovalerate aldolase,234,Rv3534c.fasta
Rv3535c,hsaG,3973589,912,acetaldehyde dehydrogenase,223,Rv3535c.fasta
Rv3536c,hsaE,3974511,786,hydratase,208,Rv3536c.fasta
Rv3537,kstD,3975369,1692,3-oxosteroid 1-dehydrogenase,363,Rv3537.fasta
Rv3538,,3977062,861,dehydrogenase,219,Rv3538.fasta
Rv3540c,ltp2,3979499,1161,lipid transfer protein,248,Rv3540c.fasta
Rv3541c,,3980659,390,hypothetical protein,91,Rv3541c.fasta
Rv3542c,,3981045,936,hypothetical protein,198,Rv3542c.fasta
Rv3543c,fadE29,3981977,1164,acyl-CoA dehydrogenase FadE29,270,Rv3543c.fasta
Rv3545c,cyp125,3984144,1302,steroid C26-monooxygenase,366,Rv3545c.fasta
Rv3546,fadA5,3985557,1176,acetyl-CoA acetyltransferase FadA,276,Rv3546.fasta
Rv3547,ddn,3986844,456,deazaflavin-dependent nitroreductase,160,Rv3547.fasta
Rv3548c,,3987382,915,short-chain type dehydrogenase/reductase,204,Rv3548c.fasta
Rv3549c,,3988319,780,short-chain type dehydrogenase/reductase,207,Rv3549c.fasta
Rv3550,echA20,3989153,744,enoyl-CoA hydratase EchA20,186,Rv3550.fasta
Rv3551,,3989896,879,CoA-transferase subunit alpha,199,Rv3551.fasta
Rv3552,,3990771,753,CoA-transferase subunit beta,216,Rv3552.fasta
Rv3553,,3991621,1068,oxidoreductase,242,Rv3553.fasta
Rv3554,fdxB,3992685,2058,electron transfer protein FdxB,600,Rv3554.fasta
Rv3555c,,3994830,870,hypothetical protein,269,Rv3555c.fasta
Rv3556c,fadA6,3995804,1161,acetyl-CoA acetyltransferase FadA,246,Rv3556c.fasta
Rv3557c,,3997029,603,HTH-type transcriptional regulator KstR2,135,Rv3557c.fasta
Rv3559c,,3999647,789,oxidoreductase,188,Rv3559c.fasta
Rv3560c,fadE30,4000432,1158,acyl-CoA dehydrogenase FadE30,276,Rv3560c.fasta
Rv3561,fadD3,4001637,1524,fatty-acid--CoA ligase FadD3,395,Rv3561.fasta
Rv3562,fadE31,4003161,1134,acyl-CoA dehydrogenase FadE31,304,Rv3562.fasta
Rv3563,fadE32,4004291,960,acyl-CoA dehydrogenase FadE32,278,Rv3563.fasta
Rv3564,fadE33,4005247,957,acyl-CoA dehydrogenase FadE33,263,Rv3564.fasta
Rv3565,aspB,4006200,1167,aspartate aminotransferase AspB,347,Rv3565.fasta
Rv3566A,,4008167,267,hypothetical protein,88,Rv3566A.fasta
Rv3567c,hsaB,4008719,564,flavin-dependent monooxygenase reductase subunit HsaB,146,Rv3567c.fasta
Rv3568c,hsaC,4009297,903,extradiol dioxygenase,225,Rv3568c.fasta
Rv3569c,hsaD,4010196,876,4,,
Rv3570c,hsaA,4011086,1185,flavin-dependent monooxygenase oxygenase subunit HsaA,218,Rv3570c.fasta
Rv3571,kshB,4012417,1077,3-ketosteroid-9-alpha-hydroxylase reductase subunit,235,Rv3571.fasta
Rv3572,,4013511,531,hypothetical protein,157,Rv3572.fasta
Rv3573c,fadE34,4014077,2136,acyl-CoA dehydrogenase FadE34,490,Rv3573c.fasta
Rv3574,kstR,4016484,600,HTH-type transcriptional regulator KstR,151,Rv3574.fasta
Rv3575c,,4017089,1080,LacI family transcriptional regulator,228,Rv3575c.fasta
Rv3577,,4019262,867,hypothetical protein,258,Rv3577.fasta
Rv3578,arsB2,4020142,1242,arsenical-transport integral membrane protein ArsB,356,Rv3578.fasta
Rv3580c,cysS1,4022394,1410,cysteine--tRNA ligase,303,Rv3580c.fasta
Rv3581c,ispF,4023868,480,2C-methyl-D-erythritol 2,,
Rv3582c,ispD,4024344,696,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,183,Rv3582c.fasta
Rv3583c,,4025056,489,RNA polymerase-binding transcription factor CarD,99,Rv3583c.fasta
Rv3584,lpqE,4025830,549,lipoprotein LpqE,153,Rv3584.fasta
Rv3585,radA,4026444,1443,DNA repair protein RadA,376,Rv3585.fasta
Rv3586,,4027891,1077,DNA integrity scanning protein DisA,348,Rv3586.fasta
Rv3587c,,4028968,795,membrane protein,244,Rv3587c.fasta
Rv3588c,canB,4029871,624,carbonic anhydrase,132,Rv3588c.fasta
Rv3589,mutY,4030493,915,adenine glycosylase,299,Rv3589.fasta
Rv3593,lpqF,4034352,1359,lipoprotein LpqF,343,Rv3593.fasta
Rv3594,,4035857,828,hypothetical protein,271,Rv3594.fasta
Rv3596c,clpC1,4038158,2547,ATP-dependent protease ATP-binding subunit ClpC,562,Rv3596c.fasta
Rv3597c,lsr2,4040981,339,iron-regulated H-NS-like protein,71,Rv3597c.fasta
Rv3598c,lysS,4041423,1518,lysine--tRNA ligase,272,Rv3598c.fasta
Rv3600c,,4043041,819,type III pantothenate kinase,173,Rv3600c.fasta
Rv3601c,panD,4043862,420,aspartate 1-decarboxylase,88,Rv3601c.fasta
Rv3602c,panC,4044281,930,pantothenate synthetase,261,Rv3602c.fasta
Rv3603c,,4045207,912,alanine/leucine-rich protein,284,Rv3603c.fasta
Rv3604c,,4046303,1194,transmembrane protein,394,Rv3604c.fasta
Rv3605c,,4047705,477,secreted protein,140,Rv3605c.fasta
Rv3606c,folK,4048181,567,2-amino-4-hydroxy-6- hydroxymethyldihydropteridinepyrophosphokinase,164,Rv3606c.fasta
Rv3608c,folP1,4049138,843,dihydropteroate synthase,209,Rv3608c.fasta
Rv3609c,folE,4049977,609,GTP cyclohydrolase I,107,Rv3609c.fasta
Rv3610c,ftsH,4050601,2283,zinc metalloprotease FtsH,530,Rv3610c.fasta
Rv3613c,,4053881,162,hypothetical protein,55,Rv3613c.fasta
Rv3614c,espD,4054142,555,ESX-1 secretion-associated protein EspD,216,Rv3614c.fasta
Rv3615c,espC,4054812,312,ESX-1 secretion-associated protein EspC,114,Rv3615c.fasta
Rv3616c,espA,4055197,1179,ESX-1 secretion-associated protein EspA,433,Rv3616c.fasta
Rv3624c,hpt,4063254,651,hypoxanthine-guanine phosphoribosyltransferase,154,Rv3624c.fasta
Rv3626c,,4064851,1053,hypothetical protein,329,Rv3626c.fasta
Rv3627c,,4065900,1386,hypothetical protein,393,Rv3627c.fasta
Rv3628,ppa,4067423,489,inorganic pyrophosphatase,137,Rv3628.fasta
Rv3629c,,4067957,1098,integral membrane protein,314,Rv3629c.fasta
Rv3630,,4069175,1296,integral membrane protein,367,Rv3630.fasta
Rv3631,,4070514,726,transferase,161,Rv3631.fasta
Rv3632,,4071236,345,membrane protein,82,Rv3632.fasta
Rv3633,,4071791,876,hypothetical protein,258,Rv3633.fasta
Rv3634c,galE1,4072667,945,UDP-glucose 4-epimerase,210,Rv3634c.fasta
Rv3635,,4073634,1776,transmembrane protein,496,Rv3635.fasta
Rv3641c,fic,4079925,636,cell filamentation protein Fic,173,Rv3641c.fasta
Rv3642c,,4080571,195,hypothetical protein,58,Rv3642c.fasta
Rv3643,,4081160,192,hypothetical protein,61,Rv3643.fasta
Rv3644c,,4081516,1206,DNA polymerase,336,Rv3644c.fasta
Rv3645,,4082807,1650,transmembrane protein,499,Rv3645.fasta
Rv3646c,topA,4084453,2805,DNA topoisomerase I,667,Rv3646c.fasta
Rv3647c,,4087610,579,hypothetical protein,185,Rv3647c.fasta
Rv3648c,cspA,4088328,204,cold shock protein A,147,Rv3648c.fasta
Rv3649,,4088781,2316,helicase,712,Rv3649.fasta
Rv3656c,,4095324,207,hypothetical protein,78,Rv3656c.fasta
Rv3657c,,4095540,576,alanine-rich membrane protein,201,Rv3657c.fasta
Rv3658c,,4096139,801,transmembrane protein,299,Rv3658c.fasta
Rv3659c,,4096936,1059,conjugal transfer protein,297,Rv3659c.fasta
Rv3660c,,4098096,1053,hypothetical protein,364,Rv3660c.fasta
Rv3661,,4099647,864,hypothetical protein,214,Rv3661.fasta
Rv3663c,dppD,4102032,1647,dipeptide ABC transporter ATP-binding protein DppD,463,Rv3663c.fasta
Rv3664c,dppC,4103675,801,dipeptide ABC transporter permease DppC,228,Rv3664c.fasta
Rv3665c,dppB,4104531,927,dipeptide ABC transporter permease DppB,288,Rv3665c.fasta
Rv3666c,dppA,4105459,1626,dipeptide ABC transporter substrate-binding lipoprotein DppA,463,Rv3666c.fasta
Rv3667,acs,4107792,1956,acetyl-CoAsynthetase,577,Rv3667.fasta
Rv3668c,,4109783,699,protease,176,Rv3668c.fasta
Rv3669,,4110827,519,transmembrane protein,155,Rv3669.fasta
Rv3671c,,4112322,1194,serine protease,314,Rv3671c.fasta
Rv3672c,,4113521,822,hypothetical protein,234,Rv3672c.fasta
Rv3673c,,4114474,684,membrane-anchored thioredoxin-like protein,213,Rv3673c.fasta
Rv3674c,nth,4115157,738,endonuclease III,190,Rv3674c.fasta
Rv3675,,4116002,378,membrane protein,131,Rv3675.fasta
Rv3676,crp,4116478,675,cAMP receptor protein,159,Rv3676.fasta
Rv3677c,,4117258,795,beta lactamase,222,Rv3677c.fasta
Rv3678A,,4118530,162,hypothetical protein,64,Rv3678A.fasta
Rv3678c,,4118059,456,hypothetical protein,91,Rv3678c.fasta
Rv3679,,4118776,1023,anion transporter ATPase,301,Rv3679.fasta
Rv3680,,4119795,1161,anion transporter ATPase,260,Rv3680.fasta
Rv3681c,whiB4,4121198,357,transcriptional regulator WhiB4,134,Rv3681c.fasta
Rv3682,ponA2,4121916,2433,bifunctional penicillin-insensitive transglycosylase/penicillin-sensitive transpeptidase,624,Rv3682.fasta
Rv3683,,4124417,960,hypothetical protein,252,Rv3683.fasta
Rv3684,,4125439,1041,lyase,206,Rv3684.fasta
Rv3685c,cyp137,4127295,1431,cytochrome P450 Cyp137,437,Rv3685c.fasta
Rv3686c,,4128751,333,hypothetical protein,127,Rv3686c.fasta
Rv3687c,rsfB,4129323,369,anti-anti-sigma factor RsfB,118,Rv3687c.fasta
Rv3688c,,4129893,465,hypothetical protein,124,Rv3688c.fasta
Rv3690,,4131739,654,membrane protein,165,Rv3690.fasta
Rv3691,,4132518,1002,hypothetical protein,312,Rv3691.fasta
Rv3692,moxR2,4133516,1077,methanol dehydrogenase transcriptional regulator MoxR,301,Rv3692.fasta
Rv3693,,4134726,1323,membrane protein,450,Rv3693.fasta
Rv3694c,,4136122,993,transmembrane protein,272,Rv3694c.fasta
Rv3695,,4137206,933,membrane protein,265,Rv3695.fasta
Rv3696c,glpK,4138202,1554,glycerol kinase,500,Rv3696c.fasta
Rv3697A,vapB48,4140239,225,antitoxin VapB48,62,Rv3697A.fasta
Rv3697c,vapC48,4139805,438,ribonuclease VapC48,145,Rv3697c.fasta
Rv3698,,4140493,1530,hypothetical protein,481,Rv3698.fasta
Rv3699,,4142044,702,hypothetical protein,195,Rv3699.fasta
Rv3701c,egtD,4143951,966,histidine-specific methyltransferase EtgD,310,Rv3701c.fasta
Rv3702c,egtC,4144913,702,amidohydrolase EgtC,219,Rv3702c.fasta
Rv3703c,etgB,4145614,1278,iron(II)-dependent oxidoreductase EgtB,371,Rv3703c.fasta
Rv3704c,gshA,4146888,1299,glutamate--cysteine ligase,392,Rv3704c.fasta
Rv3705A,,4149091,390,proline-rich protein,198,Rv3705A.fasta
Rv3705c,,4148318,645,hypothetical protein,186,Rv3705c.fasta
Rv3706c,,4149591,321,proline-rich protein,118,Rv3706c.fasta
Rv3707c,,4150030,1011,hypothetical protein,269,Rv3707c.fasta
Rv3708c,asd,4151180,1038,aspartate-semialdehyde dehydrogenase,245,Rv3708c.fasta
Rv3709c,ask,4152218,1266,aspartokinase,248,Rv3709c.fasta
Rv3711c,dnaQ,4155740,990,DNA polymerase III subunit epsilon,315,Rv3711c.fasta
Rv3712,,4156981,1242,ligase,331,Rv3712.fasta
Rv3713,cobQ2,4158227,696,cobyric acid synthase CobQ,197,Rv3713.fasta
Rv3714c,,4158931,891,hypothetical protein,275,Rv3714c.fasta
Rv3715c,recR,4159889,612,recombination protein RecR,101,Rv3715c.fasta
Rv3717,,4161048,726,hypothetical protein,156,Rv3717.fasta
Rv3718c,,4161815,444,hypothetical protein,114,Rv3718c.fasta
Rv3719,,4162306,1413,hypothetical protein,358,Rv3719.fasta
Rv3720,,4163736,1263,fatty acid synthase,285,Rv3720.fasta
Rv3721c,dnaZX,4164995,1737,DNA polymerase III subunit gamma/tau,409,Rv3721c.fasta
Rv3722c,,4166821,1308,hypothetical protein,324,Rv3722c.fasta
Rv3723,,4168536,765,transmembrane protein,212,Rv3723.fasta
Rv3725,,4170214,930,oxidoreductase,171,Rv3725.fasta
Rv3726,,4171421,1194,dehydrogenase,353,Rv3726.fasta
Rv3727,,4172955,1809,oxidoreductase,588,Rv3727.fasta
Rv3730c,,4180680,1041,hypothetical protein,320,Rv3730c.fasta
Rv3731,ligC,4181758,1077,DNA ligase C,337,Rv3731.fasta
Rv3733c,,4184012,501,hypothetical protein,151,Rv3733c.fasta
Rv3734c,tgs2,4184526,1365,diacyglycerol O-acyltransferase,381,Rv3734c.fasta
Rv3735,,4186089,489,hypothetical protein,148,Rv3735.fasta
Rv3736,,4186634,1062,AraC/XylS family transcriptional regulator,384,Rv3736.fasta
Rv3740c,,4190833,1347,diacyglycerol O-acyltransferase,431,Rv3740c.fasta
Rv3741c,,4192179,675,oxidoreductase,232,Rv3741c.fasta
Rv3742c,,4192850,396,oxidoreductase,129,Rv3742c.fasta
Rv3747,,4196724,384,hypothetical protein,106,Rv3747.fasta
Rv3748,,4197236,360,hypothetical protein,127,Rv3748.fasta
Rv3749c,,4197628,510,hypothetical protein,169,Rv3749c.fasta
Rv3752c,,4199247,459,cytidine/deoxycytidylate deaminase,127,Rv3752c.fasta
Rv3753c,,4199721,501,hypothetical protein,151,Rv3753c.fasta
Rv3756c,proZ,4201894,720,glycine betaine/carnitine/choline/L-proline ABC transporter permease ProZ,231,Rv3756c.fasta
Rv3758c,proV,4203287,1131,glycine betaine/carnitine/choline/L-proline ABC transporter ATP-binding protein ProV,316,Rv3758c.fasta
Rv3759c,proX,4204426,948,glycine betaine/carnitine/choline/L-proline ABC transporter substrate-binding lipoprotein ProX,380,Rv3759c.fasta
Rv3760,,4205538,303,membrane protein,91,Rv3760.fasta
Rv3761c,fadE36,4205862,1056,acyl-CoA dehydrogenase FadE36,317,Rv3761c.fasta
Rv3762c,,4206996,1881,hydrolase,626,Rv3762c.fasta
Rv3763,lpqH,4209047,480,lipoprotein LpqH,161,Rv3763.fasta
Rv3764c,tcrY,4209582,1428,two component sensor kinase TcrY,420,Rv3764c.fasta
Rv3765c,tcrX,4211080,705,two component transcriptional regulator TcrX,241,Rv3765c.fasta
Rv3767c,,4212996,945,S-adenosylmethionine-dependent methyltransferase,264,Rv3767c.fasta
Rv3768,,4214070,360,hypothetical protein,105,Rv3768.fasta
Rv3769,,4214615,273,hypothetical protein,107,Rv3769.fasta
Rv3770c,,4215200,576,leucine-rich protein,206,Rv3770c.fasta
Rv3771c,,4216404,327,hypothetical protein,114,Rv3771c.fasta
Rv3772,hisC2,4217134,1062,histidinol-phosphate aminotransferase,324,Rv3772.fasta
Rv3773c,,4218241,585,hypothetical protein,172,Rv3773c.fasta
Rv3774,echA21,4218849,825,enoyl-CoA hydratase EchA21,253,Rv3774.fasta
Rv3775,lipE,4219685,1248,lipase LipE,412,Rv3775.fasta
Rv3776,,4221089,1560,hypothetical protein,608,Rv3776.fasta
Rv3777,,4222694,987,oxidoreductase,280,Rv3777.fasta
Rv3778c,,4223699,1197,aminotransferase,277,Rv3778c.fasta
Rv3779,,4224985,2001,transmembrane protein,642,Rv3779.fasta
Rv3780,,4226989,537,hypothetical protein,135,Rv3780.fasta
Rv3781,rfbE,4227529,822,O-antigen/lipopolysaccharide ABC transporter ATP-binding protein RfbE,199,Rv3781.fasta
Rv3782,glfT1,4228347,915,galactofuranosyl transferase GlfT,226,Rv3782.fasta
Rv3783,rfbD,4229258,843,O-antigen/lipopolysaccharide ABC transporter permease RfbD,200,Rv3783.fasta
Rv3784,,4230256,981,dTDP-glucose 4,,
Rv3786c,,4232374,1224,hypothetical protein,412,Rv3786c.fasta
Rv3787c,,4233610,927,S-adenosyl-L-methionine-dependent methyltransferase,349,Rv3787c.fasta
Rv3788,,4234780,486,hypothetical protein,145,Rv3788.fasta
Rv3789,,4235374,366,GtrA family protein,104,Rv3789.fasta
Rv3790,dprE1,4235779,1386,decaprenylphosphoryl-beta-D-ribose oxidase,311,Rv3790.fasta
Rv3791,dprE2,4237165,765,decaprenylphosphoryl-D-2-keto erythropentose reductase,209,Rv3791.fasta
Rv3792,aftA,4237932,1932,arabinofuranosyltransferase,595,Rv3792.fasta
Rv3793,embC,4239863,3285,arabinosyltransferase C,975,Rv3793.fasta
Rv3794,embA,4243233,3285,arabinosyltransferase A,1054,Rv3794.fasta
Rv3795,embB,4246514,3297,arabinosyltransferase B,1553,Rv3795.fasta
Rv3796,,4249878,1128,hypothetical protein,395,Rv3796.fasta
Rv3797,fadE35,4251085,1782,acyl-CoA dehydrogenase FadE35,638,Rv3797.fasta
Rv3799c,accD4,4254380,1569,propionyl-CoA carboxylase subunit beta AccD,371,Rv3799c.fasta
Rv3800c,pks13,4255945,5202,polyketide synthase,1460,Rv3800c.fasta
Rv3801c,fadD32,4261153,1914,long-chain-fatty-acid--AMP ligase FadD32,410,Rv3801c.fasta
Rv3802c,,4263355,1011,membrane protein,267,Rv3802c.fasta
Rv3803c,fbpD,4264563,900,MPT51/MPB51 antigen,308,Rv3803c.fasta
Rv3804c,fbpA,4265642,1017,diacylglycerol acyltransferase/mycolyltransferase Ag85A,320,Rv3804c.fasta
Rv3805c,aftB,4266953,1884,terminal beta-(1->2)-arabinofuranosyltransferase,571,Rv3805c.fasta
Rv3806c,ubiA,4268925,909,decaprenyl-phosphate phosphoribosyltransferase,333,Rv3806c.fasta
Rv3807c,,4269840,498,decaprenylphosphoryl-5-phosphoribose phosphatase,144,Rv3807c.fasta
Rv3808c,glfT2,4270366,1914,galactofuranosyl transferase GlfT,486,Rv3808c.fasta
Rv3809c,glf,4272276,1200,UDP-galactopyranose mutase,258,Rv3809c.fasta
Rv3810,pirG,4273739,855,cell surface protein,283,Rv3810.fasta
Rv3811,,4274798,1620,hypothetical protein,529,Rv3811.fasta
Rv3813c,,4278394,822,hypothetical protein,257,Rv3813c.fasta
Rv3814c,,4279230,786,acyltransferase,228,Rv3814c.fasta
Rv3815c,,4280033,756,acyltransferase,272,Rv3815c.fasta
Rv3816c,,4280792,780,acyltransferase,251,Rv3816c.fasta
Rv3817,,4281647,756,phosphotransferase,304,Rv3817.fasta
Rv3818,,4282449,1551,hypothetical protein,362,Rv3818.fasta
Rv3819,,4283996,336,hypothetical protein,116,Rv3819.fasta
Rv3820c,papA2,4284419,1407,trehalose-2-sulfate acyltransferase,478,Rv3820c.fasta
Rv3821,,4285973,714,integral membrane protein,261,Rv3821.fasta
Rv3822,,4286721,1215,hypothetical protein,467,Rv3822.fasta
Rv3823c,mmpL8,4288260,3270,integral membrane transport protein MmpL8,1084,Rv3823c.fasta
Rv3824c,papA1,4291639,1536,acyltransferase PapA,550,Rv3824c.fasta
Rv3825c,pks2,4293225,6381,phthioceranic/hydroxyphthioceranic acid synthase,1933,Rv3825c.fasta
Rv3826,fadD23,4299812,1755,long-chain-fatty-acid--CoA ligase FadD23,630,Rv3826.fasta
Rv3828c,,4302786,612,resolvase,225,Rv3828c.fasta
Rv3829c,,4303398,1611,dehydrogenase,562,Rv3829c.fasta
Rv3830c,,4305056,630,TetR family transcriptional regulator,235,Rv3830c.fasta
Rv3831,,4305757,483,hypothetical protein,200,Rv3831.fasta
Rv3832c,,4306236,576,hypothetical protein,243,Rv3832c.fasta
Rv3833,,4306867,792,AraC family transcriptional regulator,330,Rv3833.fasta
Rv3834c,serS,4307655,1260,serine--tRNA ligase,319,Rv3834c.fasta
Rv3835,,4309047,1350,hypothetical protein,491,Rv3835.fasta
Rv3836,,4310401,414,hypothetical protein,121,Rv3836.fasta
Rv3837c,,4311009,699,phosphoglycerate mutase,229,Rv3837c.fasta
Rv3838c,pheA,4311704,966,prephenate dehydratase,312,Rv3838c.fasta
Rv3839,,4312765,777,hypothetical protein,282,Rv3839.fasta
Rv3841,bfrB,4314178,546,bacterioferritin BfrB,182,Rv3841.fasta
Rv3842c,glpQ1,4314738,825,glycerophosphoryl diester phosphodiesterase,365,Rv3842c.fasta
Rv3843c,,4315568,1029,transmembrane protein,405,Rv3843c.fasta
Rv3846,sodA,4320704,624,superoxide dismutase,164,Rv3846.fasta
Rv3847,,4321538,534,hypothetical protein,150,Rv3847.fasta
Rv3848,,4322326,909,transmembrane protein,389,Rv3848.fasta
Rv3849,espR,4323499,399,ESX-1 transcriptional regulator EspR,116,Rv3849.fasta
